enabled	resource_id	mask_pbm	source_note	ko_text	width	height	bytes_per_row	rows	data_offset	font_size	line_height	pad	threshold	bold
0	830	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-830.pbm	1bpp UI mask resource 830, 288x64, 36 bytes/row, DAT 0x25e5000	어디서나 자라고 있는 흔한 약초\n체력을 20 회복시켜 준다	288	64	36	64	0	14	15	2	64	0
0	831	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-831.pbm	1bpp UI mask resource 831, 288x64, 36 bytes/row, DAT 0x25e6000	몸 속의 독을 해독시켜 준다\n아주 쓰고 극심한 냄새가 난다	288	64	36	64	0	14	15	2	64	0
0	832	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-832.pbm	1bpp UI mask resource 832, 288x64, 36 bytes/row, DAT 0x25e7000	약초 엑기스를 모은 것 같지만\n사실은 요정에게서 얻어내기 때문에\n이렇게 부르고 있다\n체력을 40, 마력을 10 회복시켜 준다	288	64	36	64	0	14	15	2	64	0
0	833	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-833.pbm	1bpp UI mask resource 833, 288x64, 36 bytes/row, DAT 0x25e8000	영양가가 높으며 오독오독 씹는 맛이 일품!\n술 안주로 좋다\n체력을 60 회복시켜 준다	288	64	36	64	0	14	15	2	64	0
0	834	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-834.pbm	1bpp UI mask resource 834, 288x64, 36 bytes/row, DAT 0x25e9000	약초 엑기스를 고농도로 응축시켜 만든 약\n체력을 100 회복시켜 준다  	288	64	36	64	0	14	15	2	64	0
0	835	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-835.pbm	1bpp UI mask resource 835, 288x64, 36 bytes/row, DAT 0x25ea000	기절을 제외한 모든 상태이상을\n회복시켜 준다	288	64	36	64	0	14	15	2	64	0
0	836	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-836.pbm	1bpp UI mask resource 836, 288x64, 36 bytes/row, DAT 0x25eb000	자고있는 사람이나 기절한 사람을\n한 번에 깨워 준다\n주 성분은 암모니아 	288	64	36	64	0	14	15	2	64	0
0	837	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-837.pbm	1bpp UI mask resource 837, 288x64, 36 bytes/row, DAT 0x25ec000	북쪽의 아주 추운 지역에서 만든 술\n기운빠진 사람이나 꽁꽁 언 사람에게 좋다\n'Vodka'라고 쓰고 '보드카'라고 읽는다\n체력을 100, 마력을 40 회복시켜 준다	288	64	36	64	0	14	15	2	64	0
0	838	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-838.pbm	1bpp UI mask resource 838, 288x64, 36 bytes/row, DAT 0x25ed000	와인을 증류시켜 만든 술\n기운빠진 사람에게 기운을 북돋아 주고\n꽁꽁 언 사람을 녹여주기도 한다\n체력을 완전히, 마력을 80 회복시켜 준다	288	64	36	64	0	14	15	2	64	0
0	839	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\item_830_1008-masks\\ui-mask-839.pbm	1bpp UI mask resource 839, 288x64, 36 bytes/row, DAT 0x25ee000	일반적인 검으로 초보자가 사용하기 좋다\n공격력도 그럭저럭\n알이 장비가능\n공격력 +10, 민첩성 -2	288	64	36	64	0	14	15	2	64	0
